,damageState,nBuildings,loss,volcano,VEI,prob,type,month
92,2.0,18376.0,151654199.38070962,Taal,5,50,strong,11
93,3.0,11240.0,173946529.23172933,Taal,5,50,strong,11
94,4.0,6913.0,135756576.98320216,Taal,5,50,strong,11
95,5.0,0.0,0.0,Taal,5,50,strong,11
96,0.0,2344727.0,,Taal,5,90,weak,11
97,1.0,4015.0,4081155.6651197793,Taal,5,90,weak,11
98,2.0,8141.0,28585762.02058592,Taal,5,90,weak,11
99,3.0,13720.0,103918524.1840656,Taal,5,90,weak,11
100,4.0,14540.0,133758050.36876506,Taal,5,90,weak,11
101,5.0,0.0,0.0,Taal,5,90,weak,11
102,0.0,2356505.0,,Taal,5,90,strong,11
103,1.0,10561.0,31007391.29686461,Taal,5,90,strong,11
104,2.0,10976.0,80073033.304998,Taal,5,90,strong,11
105,3.0,5787.0,84339734.87547983,Taal,5,90,strong,11
106,4.0,1314.0,25628956.655439746,Taal,5,90,strong,11
107,5.0,0.0,0.0,Taal,5,90,strong,11
0,0.0,2383131.0,,Taal,3,10,weak,12
1,1.0,1001.0,1273028.1273082185,Taal,3,10,weak,12
2,2.0,1011.0,2900699.0041286387,Taal,3,10,weak,12
3,3.0,0.0,0.0,Taal,3,10,weak,12
4,4.0,0.0,0.0,Taal,3,10,weak,12
5,5.0,0.0,0.0,Taal,3,10,weak,12
6,0.0,2385143.0,,Taal,3,10,strong,12
7,1.0,0.0,0.0,Taal,3,10,strong,12
8,2.0,0.0,0.0,Taal,3,10,strong,12
9,3.0,0.0,0.0,Taal,3,10,strong,12
10,4.0,0.0,0.0,Taal,3,10,strong,12
11,5.0,0.0,0.0,Taal,3,10,strong,12
12,0.0,2384005.0,,Taal,3,50,weak,12
13,1.0,475.0,496525.0548953158,Taal,3,50,weak,12
14,2.0,663.0,1721583.8081143906,Taal,3,50,weak,12
15,3.0,0.0,0.0,Taal,3,50,weak,12
16,4.0,0.0,0.0,Taal,3,50,weak,12
17,5.0,0.0,0.0,Taal,3,50,weak,12
18,0.0,2385143.0,,Taal,3,50,strong,12
19,1.0,0.0,0.0,Taal,3,50,strong,12
20,2.0,0.0,0.0,Taal,3,50,strong,12
21,3.0,0.0,0.0,Taal,3,50,strong,12
22,4.0,0.0,0.0,Taal,3,50,strong,12
23,5.0,0.0,0.0,Taal,3,50,strong,12
24,0.0,2384251.0,,Taal,3,90,weak,12
25,1.0,721.0,886546.6582870453,Taal,3,90,weak,12
26,2.0,171.0,393645.5976982449,Taal,3,90,weak,12
27,3.0,0.0,0.0,Taal,3,90,weak,12
28,4.0,0.0,0.0,Taal,3,90,weak,12
29,5.0,0.0,0.0,Taal,3,90,weak,12
30,0.0,2385143.0,,Taal,3,90,strong,12
31,1.0,0.0,0.0,Taal,3,90,strong,12
32,2.0,0.0,0.0,Taal,3,90,strong,12
33,3.0,0.0,0.0,Taal,3,90,strong,12
34,4.0,0.0,0.0,Taal,3,90,strong,12
35,5.0,0.0,0.0,Taal,3,90,strong,12
36,0.0,2360474.0,,Taal,4,10,weak,12
37,1.0,6823.0,7668595.315213177,Taal,4,10,weak,12
38,2.0,11133.0,36657633.68429392,Taal,4,10,weak,12
39,3.0,2857.0,20006779.498381127,Taal,4,10,weak,12
40,4.0,3856.0,35063651.24401217,Taal,4,10,weak,12
41,5.0,0.0,0.0,Taal,4,10,weak,12
42,0.0,2377843.0,,Taal,4,10,strong,12
43,1.0,2945.0,5945949.765038768,Taal,4,10,strong,12
44,2.0,3645.0,30463446.122210477,Taal,4,10,strong,12
45,3.0,710.0,9002715.044234147,Taal,4,10,strong,12
46,4.0,0.0,0.0,Taal,4,10,strong,12
47,5.0,0.0,0.0,Taal,4,10,strong,12
48,0.0,2374643.0,,Taal,4,50,weak,12
49,1.0,4043.0,3837976.77094728,Taal,4,50,weak,12
50,2.0,2768.0,10379445.359499114,Taal,4,50,weak,12
51,3.0,3460.0,25181934.719593816,Taal,4,50,weak,12
52,4.0,229.0,2007752.0797537654,Taal,4,50,weak,12
53,5.0,0.0,0.0,Taal,4,50,weak,12
54,0.0,2381258.0,,Taal,4,50,strong,12
55,1.0,3105.0,7954911.963195689,Taal,4,50,strong,12
56,2.0,780.0,4117827.522221997,Taal,4,50,strong,12
57,3.0,0.0,0.0,Taal,4,50,strong,12
58,4.0,0.0,0.0,Taal,4,50,strong,12
59,5.0,0.0,0.0,Taal,4,50,strong,12
60,0.0,2380718.0,,Taal,4,90,weak,12
61,1.0,1809.0,2001884.590663464,Taal,4,90,weak,12
62,2.0,2243.0,7555146.4805999715,Taal,4,90,weak,12
63,3.0,373.0,2536481.415773758,Taal,4,90,weak,12
64,4.0,0.0,0.0,Taal,4,90,weak,12
65,5.0,0.0,0.0,Taal,4,90,weak,12
66,0.0,2384710.0,,Taal,4,90,strong,12
67,1.0,418.0,854445.8554644659,Taal,4,90,strong,12
68,2.0,15.0,69610.73301801692,Taal,4,90,strong,12
69,3.0,0.0,0.0,Taal,4,90,strong,12
70,4.0,0.0,0.0,Taal,4,90,strong,12
71,5.0,0.0,0.0,Taal,4,90,strong,12
72,0.0,2225851.0,,Taal,5,10,weak,12
73,1.0,63675.0,68151789.5293183,Taal,5,10,weak,12
74,2.0,32650.0,106425798.447318,Taal,5,10,weak,12
75,3.0,10740.0,75898600.23660451,Taal,5,10,weak,12
76,4.0,52227.0,488746342.1104157,Taal,5,10,weak,12
77,5.0,0.0,0.0,Taal,5,10,weak,12
78,0.0,2320975.0,,Taal,5,10,strong,12
79,1.0,9887.0,20815878.46700308,Taal,5,10,strong,12
80,2.0,13757.0,110307236.7284031,Taal,5,10,strong,12
81,3.0,21964.0,329948273.9860628,Taal,5,10,strong,12
82,4.0,18560.0,365792679.98877513,Taal,5,10,strong,12
83,5.0,0.0,0.0,Taal,5,10,strong,12
84,0.0,2323676.0,,Taal,5,50,weak,12
85,1.0,8890.0,10182609.990448495,Taal,5,50,weak,12
86,2.0,9298.0,35307136.16460977,Taal,5,50,weak,12
87,3.0,9577.0,71119847.03248836,Taal,5,50,weak,12
88,4.0,33702.0,311762495.68376076,Taal,5,50,weak,12
89,5.0,0.0,0.0,Taal,5,50,weak,12
90,0.0,2341344.0,,Taal,5,50,strong,12
91,1.0,6222.0,13885598.538937058,Taal,5,50,strong,12
92,2.0,21838.0,181232054.6025964,Taal,5,50,strong,12
93,3.0,8784.0,134735238.46426216,Taal,5,50,strong,12
94,4.0,6955.0,137242980.66552904,Taal,5,50,strong,12
95,5.0,0.0,0.0,Taal,5,50,strong,12
96,0.0,2344435.0,,Taal,5,90,weak,12
97,1.0,5727.0,6250198.333948331,Taal,5,90,weak,12
98,2.0,18317.0,65537888.82100416,Taal,5,90,weak,12
99,3.0,8540.0,61392399.56021395,Taal,5,90,weak,12
100,4.0,8124.0,75317621.73727216,Taal,5,90,weak,12
101,5.0,0.0,0.0,Taal,5,90,weak,12
102,0.0,2367582.0,,Taal,5,90,strong,12
103,1.0,7376.0,16119967.660522835,Taal,5,90,strong,12
104,2.0,5246.0,37522604.74943553,Taal,5,90,strong,12
105,3.0,3641.0,56360567.79147367,Taal,5,90,strong,12
106,4.0,1298.0,25248676.09705476,Taal,5,90,strong,12
107,5.0,0.0,0.0,Taal,5,90,strong,12
0,0.0,2087465.0,,Papandayan,3,10,weak,0
1,1.0,176.0,230447.4752287875,Papandayan,3,10,weak,0
2,2.0,111.0,439505.6312818122,Papandayan,3,10,weak,0
3,3.0,266.0,3067579.398448925,Papandayan,3,10,weak,0
4,4.0,0.0,0.0,Papandayan,3,10,weak,0
5,5.0,0.0,0.0,Papandayan,3,10,weak,0
6,0.0,2087748.0,,Papandayan,3,10,strong,0
7,1.0,218.0,1390267.1806284192,Papandayan,3,10,strong,0
8,2.0,52.0,396512.9142313277,Papandayan,3,10,strong,0
9,3.0,0.0,0.0,Papandayan,3,10,strong,0
10,4.0,0.0,0.0,Papandayan,3,10,strong,0
11,5.0,0.0,0.0,Papandayan,3,10,strong,0
12,0.0,2087636.0,,Papandayan,3,50,weak,0
13,1.0,107.0,168457.4616311584,Papandayan,3,50,weak,0
14,2.0,80.0,688805.6615622989,Papandayan,3,50,weak,0
15,3.0,195.0,1988158.2208151887,Papandayan,3,50,weak,0
16,4.0,0.0,0.0,Papandayan,3,50,weak,0
17,5.0,0.0,0.0,Papandayan,3,50,weak,0
18,0.0,2087752.0,,Papandayan,3,50,strong,0
19,1.0,266.0,1113197.9099826994,Papandayan,3,50,strong,0
20,2.0,0.0,0.0,Papandayan,3,50,strong,0
21,3.0,0.0,0.0,Papandayan,3,50,strong,0
22,4.0,0.0,0.0,Papandayan,3,50,strong,0
23,5.0,0.0,0.0,Papandayan,3,50,strong,0
24,0.0,2087748.0,,Papandayan,3,90,weak,0
25,1.0,4.0,4829.607860895017,Papandayan,3,90,weak,0
26,2.0,266.0,1481780.147705228,Papandayan,3,90,weak,0
27,3.0,0.0,0.0,Papandayan,3,90,weak,0
28,4.0,0.0,0.0,Papandayan,3,90,weak,0
29,5.0,0.0,0.0,Papandayan,3,90,weak,0
30,0.0,2088018.0,,Papandayan,3,90,strong,0
31,1.0,0.0,0.0,Papandayan,3,90,strong,0
32,2.0,0.0,0.0,Papandayan,3,90,strong,0
33,3.0,0.0,0.0,Papandayan,3,90,strong,0
34,4.0,0.0,0.0,Papandayan,3,90,strong,0
35,5.0,0.0,0.0,Papandayan,3,90,strong,0
36,0.0,2075413.0,,Papandayan,4,10,weak,0
37,1.0,4941.0,8680348.000930555,Papandayan,4,10,weak,0
38,2.0,3969.0,23669207.612593453,Papandayan,4,10,weak,0
39,3.0,3149.0,35957857.03826592,Papandayan,4,10,weak,0
40,4.0,546.0,8109464.65467741,Papandayan,4,10,weak,0
41,5.0,0.0,0.0,Papandayan,4,10,weak,0
42,0.0,2083413.0,,Papandayan,4,10,strong,0
43,1.0,2846.0,12122405.82169126,Papandayan,4,10,strong,0
44,2.0,1377.0,15009578.26283549,Papandayan,4,10,strong,0
45,3.0,382.0,9469578.238597162,Papandayan,4,10,strong,0
46,4.0,0.0,0.0,Papandayan,4,10,strong,0
47,5.0,0.0,0.0,Papandayan,4,10,strong,0
48,0.0,2085889.0,,Papandayan,4,50,weak,0
49,1.0,909.0,1583070.2763534132,Papandayan,4,50,weak,0
50,2.0,724.0,3195983.670828458,Papandayan,4,50,weak,0
51,3.0,379.0,4750143.373192506,Papandayan,4,50,weak,0
52,4.0,117.0,1662789.9638000196,Papandayan,4,50,weak,0
53,5.0,0.0,0.0,Papandayan,4,50,weak,0
54,0.0,2087490.0,,Papandayan,4,50,strong,0
55,1.0,111.0,492071.2774947842,Papandayan,4,50,strong,0
56,2.0,417.0,5023493.836229923,Papandayan,4,50,strong,0
57,3.0,0.0,0.0,Papandayan,4,50,strong,0
58,4.0,0.0,0.0,Papandayan,4,50,strong,0
59,5.0,0.0,0.0,Papandayan,4,50,strong,0
60,0.0,2087601.0,,Papandayan,4,90,weak,0
61,1.0,237.0,345186.9398924296,Papandayan,4,90,weak,0
62,2.0,104.0,693319.7609746959,Papandayan,4,90,weak,0
63,3.0,76.0,713027.4678683275,Papandayan,4,90,weak,0
64,4.0,0.0,0.0,Papandayan,4,90,weak,0
65,5.0,0.0,0.0,Papandayan,4,90,weak,0
66,0.0,2087894.0,,Papandayan,4,90,strong,0
67,1.0,124.0,404681.63734514674,Papandayan,4,90,strong,0
68,2.0,0.0,0.0,Papandayan,4,90,strong,0
69,3.0,0.0,0.0,Papandayan,4,90,strong,0
70,4.0,0.0,0.0,Papandayan,4,90,strong,0
71,5.0,0.0,0.0,Papandayan,4,90,strong,0
72,0.0,1895568.0,33210509.6393296,Papandayan,5,10,weak,0
73,1.0,47229.0,75431865.21538147,Papandayan,5,10,weak,0
74,2.0,41796.0,279893346.21357775,Papandayan,5,10,weak,0
75,3.0,58101.0,687419646.4842625,Papandayan,5,10,weak,0
76,4.0,45324.0,671018757.7860445,Papandayan,5,10,weak,0
77,5.0,0.0,0.0,Papandayan,5,10,weak,0
78,0.0,1965206.0,27196466.552705005,Papandayan,5,10,strong,0
79,1.0,47928.0,204139696.30294004,Papandayan,5,10,strong,0
80,2.0,52807.0,715156101.0793222,Papandayan,5,10,strong,0
81,3.0,16296.0,431884334.066983,Papandayan,5,10,strong,0
82,4.0,5781.0,210430887.9458734,Papandayan,5,10,strong,0
83,5.0,0.0,0.0,Papandayan,5,10,strong,0
84,0.0,1967263.0,,Papandayan,5,50,weak,0
85,1.0,48757.0,84715321.52300353,Papandayan,5,50,weak,0
86,2.0,46079.0,268637180.8681118,Papandayan,5,50,weak,0
87,3.0,22095.0,237866529.5595231,Papandayan,5,50,weak,0
88,4.0,3824.0,57568392.80379828,Papandayan,5,50,weak,0
89,5.0,0.0,0.0,Papandayan,5,50,weak,0
90,0.0,2048400.0,,Papandayan,5,50,strong,0
91,1.0,32773.0,129774549.83731832,Papandayan,5,50,strong,0
92,2.0,4000.0,46538069.62084962,Papandayan,5,50,strong,0
93,3.0,2301.0,66472578.72839177,Papandayan,5,50,strong,0
94,4.0,544.0,20230086.633062985,Papandayan,5,50,strong,0
95,5.0,0.0,0.0,Papandayan,5,50,strong,0
96,0.0,2056187.0,,Papandayan,5,90,weak,0
97,1.0,18178.0,32840541.71230287,Papandayan,5,90,weak,0
98,2.0,11832.0,50354579.61370067,Papandayan,5,90,weak,0
99,3.0,1322.0,16078816.638014322,Papandayan,5,90,weak,0
100,4.0,499.0,7361858.961293085,Papandayan,5,90,weak,0
101,5.0,0.0,0.0,Papandayan,5,90,weak,0
102,0.0,2085755.0,,Papandayan,5,90,strong,0
103,1.0,944.0,4164495.3674482414,Papandayan,5,90,strong,0
104,2.0,1123.0,13160911.23647912,Papandayan,5,90,strong,0
105,3.0,54.0,1397098.333855918,Papandayan,5,90,strong,0
106,4.0,142.0,5001438.76397859,Papandayan,5,90,strong,0
107,5.0,0.0,0.0,Papandayan,5,90,strong,0
0,0.0,2087119.0,,Papandayan,3,10,weak,1
1,1.0,524.0,706365.4245833647,Papandayan,3,10,weak,1
2,2.0,109.0,408815.1500143177,Papandayan,3,10,weak,1
3,3.0,266.0,3034901.209371156,Papandayan,3,10,weak,1
4,4.0,0.0,0.0,Papandayan,3,10,weak,1
5,5.0,0.0,0.0,Papandayan,3,10,weak,1
6,0.0,2087752.0,,Papandayan,3,10,strong,1
7,1.0,266.0,1709559.5350018076,Papandayan,3,10,strong,1
8,2.0,0.0,0.0,Papandayan,3,10,strong,1
9,3.0,0.0,0.0,Papandayan,3,10,strong,1
10,4.0,0.0,0.0,Papandayan,3,10,strong,1
11,5.0,0.0,0.0,Papandayan,3,10,strong,1
12,0.0,2087461.0,,Papandayan,3,50,weak,1
13,1.0,279.0,450601.93195016775,Papandayan,3,50,weak,1
14,2.0,28.0,192314.43301079312,Papandayan,3,50,weak,1
15,3.0,250.0,2466669.871081925,Papandayan,3,50,weak,1
16,4.0,0.0,0.0,Papandayan,3,50,weak,1
17,5.0,0.0,0.0,Papandayan,3,50,weak,1
18,0.0,2087752.0,,Papandayan,3,50,strong,1
19,1.0,266.0,1074853.237680887,Papandayan,3,50,strong,1
20,2.0,0.0,0.0,Papandayan,3,50,strong,1
21,3.0,0.0,0.0,Papandayan,3,50,strong,1
22,4.0,0.0,0.0,Papandayan,3,50,strong,1
23,5.0,0.0,0.0,Papandayan,3,50,strong,1
24,0.0,2087740.0,,Papandayan,3,90,weak,1
25,1.0,12.0,22159.300207783217,Papandayan,3,90,weak,1
26,2.0,264.0,2284589.636345589,Papandayan,3,90,weak,1
27,3.0,2.0,18492.201365446253,Papandayan,3,90,weak,1
28,4.0,0.0,0.0,Papandayan,3,90,weak,1
29,5.0,0.0,0.0,Papandayan,3,90,weak,1
30,0.0,2087755.0,,Papandayan,3,90,strong,1
31,1.0,263.0,761563.7982804396,Papandayan,3,90,strong,1
32,2.0,0.0,0.0,Papandayan,3,90,strong,1
33,3.0,0.0,0.0,Papandayan,3,90,strong,1
34,4.0,0.0,0.0,Papandayan,3,90,strong,1
35,5.0,0.0,0.0,Papandayan,3,90,strong,1
36,0.0,2074138.0,,Papandayan,4,10,weak,1
37,1.0,3142.0,5780922.676699483,Papandayan,4,10,weak,1
38,2.0,5201.0,30531821.071231075,Papandayan,4,10,weak,1
39,3.0,4952.0,58279232.11907538,Papandayan,4,10,weak,1
40,4.0,585.0,8592458.533497304,Papandayan,4,10,weak,1
41,5.0,0.0,0.0,Papandayan,4,10,weak,1
42,0.0,2081183.0,,Papandayan,4,10,strong,1
43,1.0,3885.0,17784204.832307402,Papandayan,4,10,strong,1
44,2.0,2680.0,28679182.411672946,Papandayan,4,10,strong,1
45,3.0,270.0,6886917.419404494,Papandayan,4,10,strong,1
46,4.0,0.0,0.0,Papandayan,4,10,strong,1
47,5.0,0.0,0.0,Papandayan,4,10,strong,1
48,0.0,2076514.0,,Papandayan,4,50,weak,1
49,1.0,3492.0,5898193.624710816,Papandayan,4,50,weak,1
50,2.0,4472.0,26434343.34081061,Papandayan,4,50,weak,1
51,3.0,3268.0,35588512.52391197,Papandayan,4,50,weak,1
52,4.0,272.0,3885206.7312195767,Papandayan,4,50,weak,1
53,5.0,0.0,0.0,Papandayan,4,50,weak,1
54,0.0,2083273.0,,Papandayan,4,50,strong,1
55,1.0,4019.0,17701509.244823653,Papandayan,4,50,strong,1
56,2.0,726.0,9214185.802179627,Papandayan,4,50,strong,1
57,3.0,0.0,0.0,Papandayan,4,50,strong,1
58,4.0,0.0,0.0,Papandayan,4,50,strong,1
59,5.0,0.0,0.0,Papandayan,4,50,strong,1
60,0.0,2080872.0,,Papandayan,4,90,weak,1
61,1.0,2200.0,3828522.57703505,Papandayan,4,90,weak,1
62,2.0,4256.0,26076188.65692571,Papandayan,4,90,weak,1
63,3.0,690.0,8236769.670558265,Papandayan,4,90,weak,1
64,4.0,0.0,0.0,Papandayan,4,90,weak,1
65,5.0,0.0,0.0,Papandayan,4,90,weak,1
66,0.0,2086058.0,,Papandayan,4,90,strong,1
67,1.0,1583.0,4743690.386565493,Papandayan,4,90,strong,1
68,2.0,377.0,3899550.9269638457,Papandayan,4,90,strong,1
69,3.0,0.0,0.0,Papandayan,4,90,strong,1
70,4.0,0.0,0.0,Papandayan,4,90,strong,1
71,5.0,0.0,0.0,Papandayan,4,90,strong,1
72,0.0,1901338.0,,Papandayan,5,10,weak,1
73,1.0,47602.0,74731384.35270786,Papandayan,5,10,weak,1
74,2.0,90864.0,522702830.746556,Papandayan,5,10,weak,1
75,3.0,31405.0,347180138.8482332,Papandayan,5,10,weak,1
76,4.0,16809.0,253943084.2242572,Papandayan,5,10,weak,1
77,5.0,0.0,0.0,Papandayan,5,10,weak,1
78,0.0,2018827.0,,Papandayan,5,10,strong,1
79,1.0,44390.0,170475512.41735712,Papandayan,5,10,strong,1
80,2.0,11924.0,151448662.40372023,Papandayan,5,10,strong,1
81,3.0,6587.0,187423110.1799039,Papandayan,5,10,strong,1
82,4.0,6290.0,229683370.66924623,Papandayan,5,10,strong,1
83,5.0,0.0,0.0,Papandayan,5,10,strong,1
84,0.0,1949820.0,,Papandayan,5,50,weak,1
85,1.0,65567.0,110251055.30300692,Papandayan,5,50,weak,1
86,2.0,49430.0,282140824.2362663,Papandayan,5,50,weak,1
87,3.0,10568.0,118650233.59945288,Papandayan,5,50,weak,1
88,4.0,12633.0,189779939.55369195,Papandayan,5,50,weak,1
89,5.0,0.0,0.0,Papandayan,5,50,weak,1
90,0.0,2054030.0,,Papandayan,5,50,strong,1
91,1.0,18397.0,65757732.79683831,Papandayan,5,50,strong,1
92,2.0,6992.0,104219363.98167041,Papandayan,5,50,strong,1
93,3.0,5185.0,148901629.13070935,Papandayan,5,50,strong,1
94,4.0,3414.0,121861263.80235766,Papandayan,5,50,strong,1
95,5.0,0.0,0.0,Papandayan,5,50,strong,1
96,0.0,2026219.0,,Papandayan,5,90,weak,1
97,1.0,24904.0,42262537.93738148,Papandayan,5,90,weak,1
98,2.0,21918.0,112360100.20347099,Papandayan,5,90,weak,1
99,3.0,7692.0,90006915.2683082,Papandayan,5,90,weak,1
100,4.0,7285.0,109134314.14499848,Papandayan,5,90,weak,1
101,5.0,0.0,0.0,Papandayan,5,90,weak,1
102,0.0,2069759.0,,Papandayan,5,90,strong,1
103,1.0,7370.0,29442304.64968225,Papandayan,5,90,strong,1
104,2.0,6179.0,84953113.22508158,Papandayan,5,90,strong,1
105,3.0,4058.0,115976127.91509712,Papandayan,5,90,strong,1
106,4.0,652.0,23690966.487180736,Papandayan,5,90,strong,1
107,5.0,0.0,0.0,Papandayan,5,90,strong,1
0,0.0,2087381.0,,Papandayan,3,10,weak,2
1,1.0,348.0,564957.8904514716,Papandayan,3,10,weak,2
2,2.0,23.0,115494.63790521449,Papandayan,3,10,weak,2
3,3.0,266.0,3141162.6826154036,Papandayan,3,10,weak,2
4,4.0,0.0,0.0,Papandayan,3,10,weak,2
5,5.0,0.0,0.0,Papandayan,3,10,weak,2
6,0.0,2087752.0,,Papandayan,3,10,strong,2
7,1.0,134.0,882713.1126347742,Papandayan,3,10,strong,2
8,2.0,132.0,1039377.7560750428,Papandayan,3,10,strong,2
9,3.0,0.0,0.0,Papandayan,3,10,strong,2
10,4.0,0.0,0.0,Papandayan,3,10,strong,2
11,5.0,0.0,0.0,Papandayan,3,10,strong,2
12,0.0,2087721.0,,Papandayan,3,50,weak,2
13,1.0,22.0,31080.130274954263,Papandayan,3,50,weak,2
14,2.0,9.0,33881.62147507478,Papandayan,3,50,weak,2
15,3.0,266.0,2937663.564328427,Papandayan,3,50,weak,2
16,4.0,0.0,0.0,Papandayan,3,50,weak,2
17,5.0,0.0,0.0,Papandayan,3,50,weak,2
18,0.0,2087752.0,,Papandayan,3,50,strong,2
19,1.0,266.0,1538749.7424978162,Papandayan,3,50,strong,2
20,2.0,0.0,0.0,Papandayan,3,50,strong,2
21,3.0,0.0,0.0,Papandayan,3,50,strong,2
22,4.0,0.0,0.0,Papandayan,3,50,strong,2
23,5.0,0.0,0.0,Papandayan,3,50,strong,2
24,0.0,2087746.0,,Papandayan,3,90,weak,2
25,1.0,6.0,11559.310077179309,Papandayan,3,90,weak,2
26,2.0,96.0,855467.2169358941,Papandayan,3,90,weak,2
27,3.0,170.0,1680928.3932584957,Papandayan,3,90,weak,2
28,4.0,0.0,0.0,Papandayan,3,90,weak,2
29,5.0,0.0,0.0,Papandayan,3,90,weak,2
30,0.0,2087752.0,,Papandayan,3,90,strong,2
31,1.0,266.0,995904.5341404936,Papandayan,3,90,strong,2
32,2.0,0.0,0.0,Papandayan,3,90,strong,2
33,3.0,0.0,0.0,Papandayan,3,90,strong,2
34,4.0,0.0,0.0,Papandayan,3,90,strong,2
35,5.0,0.0,0.0,Papandayan,3,90,strong,2
36,0.0,2074794.0,,Papandayan,4,10,weak,2
37,1.0,4195.0,7674742.547146577,Papandayan,4,10,weak,2
38,2.0,4724.0,26600451.35974305,Papandayan,4,10,weak,2
39,3.0,3746.0,43307654.89027536,Papandayan,4,10,weak,2
40,4.0,559.0,8292399.865775105,Papandayan,4,10,weak,2
41,5.0,0.0,0.0,Papandayan,4,10,weak,2
42,0.0,2082616.0,,Papandayan,4,10,strong,2
43,1.0,3204.0,14310699.1321896,Papandayan,4,10,strong,2
44,2.0,1816.0,18135120.83778385,Papandayan,4,10,strong,2
45,3.0,382.0,10346508.523271097,Papandayan,4,10,strong,2
46,4.0,0.0,0.0,Papandayan,4,10,strong,2
47,5.0,0.0,0.0,Papandayan,4,10,strong,2
48,0.0,2079676.0,,Papandayan,4,50,weak,2
49,1.0,3004.0,4828539.164244737,Papandayan,4,50,weak,2
50,2.0,4111.0,26298815.186780397,Papandayan,4,50,weak,2
51,3.0,845.0,9016723.84392219,Papandayan,4,50,weak,2
52,4.0,382.0,5568527.014580007,Papandayan,4,50,weak,2
53,5.0,0.0,0.0,Papandayan,4,50,weak,2
54,0.0,2085099.0,,Papandayan,4,50,strong,2
55,1.0,2433.0,7991824.440612576,Papandayan,4,50,strong,2
56,2.0,486.0,8120109.872077322,Papandayan,4,50,strong,2
57,3.0,0.0,0.0,Papandayan,4,50,strong,2
58,4.0,0.0,0.0,Papandayan,4,50,strong,2
59,5.0,0.0,0.0,Papandayan,4,50,strong,2
60,0.0,2087073.0,,Papandayan,4,90,weak,2
61,1.0,436.0,556617.214270849,Papandayan,4,90,weak,2
62,2.0,81.0,476672.65304998454,Papandayan,4,90,weak,2
63,3.0,428.0,5228980.989447032,Papandayan,4,90,weak,2
64,4.0,0.0,0.0,Papandayan,4,90,weak,2
65,5.0,0.0,0.0,Papandayan,4,90,weak,2
66,0.0,2087571.0,,Papandayan,4,90,strong,2
67,1.0,210.0,1272221.0480598998,Papandayan,4,90,strong,2
68,2.0,237.0,2403637.116277906,Papandayan,4,90,strong,2
69,3.0,0.0,0.0,Papandayan,4,90,strong,2
70,4.0,0.0,0.0,Papandayan,4,90,strong,2
71,5.0,0.0,0.0,Papandayan,4,90,strong,2
72,0.0,1889720.0,,Papandayan,5,10,weak,2
73,1.0,43956.0,72089273.16789544,Papandayan,5,10,weak,2
74,2.0,108687.0,658534288.3933804,Papandayan,5,10,weak,2
75,3.0,24639.0,271558155.41135573,Papandayan,5,10,weak,2
76,4.0,21016.0,314574534.4347376,Papandayan,5,10,weak,2
77,5.0,0.0,0.0,Papandayan,5,10,weak,2
78,0.0,2018052.0,,Papandayan,5,10,strong,2
79,1.0,42940.0,153061889.86738065,Papandayan,5,10,strong,2
80,2.0,14472.0,218149420.46382937,Papandayan,5,10,strong,2
81,3.0,7218.0,203018106.2802192,Papandayan,5,10,strong,2
82,4.0,5336.0,194095310.3822781,Papandayan,5,10,strong,2
83,5.0,0.0,0.0,Papandayan,5,10,strong,2
84,0.0,1973741.0,,Papandayan,5,50,weak,2
85,1.0,60070.0,96335499.0297454,Papandayan,5,50,weak,2
86,2.0,31623.0,163073769.03769374,Papandayan,5,50,weak,2
87,3.0,13250.0,157893689.2804386,Papandayan,5,50,weak,2
88,4.0,9334.0,139844867.0520594,Papandayan,5,50,weak,2
89,5.0,0.0,0.0,Papandayan,5,50,weak,2
90,0.0,2061630.0,,Papandayan,5,50,strong,2
91,1.0,10057.0,43982872.82661863,Papandayan,5,50,strong,2
92,2.0,10169.0,128559180.36437424,Papandayan,5,50,strong,2
93,3.0,4408.0,126886393.90665914,Papandayan,5,50,strong,2
94,4.0,1754.0,63165735.76801118,Papandayan,5,50,strong,2
95,5.0,0.0,0.0,Papandayan,5,50,strong,2
96,0.0,2050617.0,,Papandayan,5,90,weak,2
97,1.0,17784.0,33196356.62597449,Papandayan,5,90,weak,2
98,2.0,14178.0,77083606.1744255,Papandayan,5,90,weak,2
99,3.0,4376.0,47576229.81322807,Papandayan,5,90,weak,2
100,4.0,1063.0,15876822.759553924,Papandayan,5,90,weak,2
101,5.0,0.0,0.0,Papandayan,5,90,weak,2
102,0.0,2079430.0,,Papandayan,5,90,strong,2
103,1.0,6628.0,25066614.00469517,Papandayan,5,90,strong,2
104,2.0,1372.0,16753714.391928226,Papandayan,5,90,strong,2
105,3.0,116.0,3282894.4845504574,Papandayan,5,90,strong,2
106,4.0,472.0,16946348.95349531,Papandayan,5,90,strong,2
107,5.0,0.0,0.0,Papandayan,5,90,strong,2
0,0.0,2087544.0,,Papandayan,3,10,weak,3
1,1.0,191.0,241996.13730724916,Papandayan,3,10,weak,3
2,2.0,17.0,82751.99550301055,Papandayan,3,10,weak,3
3,3.0,266.0,3100311.988918304,Papandayan,3,10,weak,3
4,4.0,0.0,0.0,Papandayan,3,10,weak,3
5,5.0,0.0,0.0,Papandayan,3,10,weak,3
6,0.0,2087752.0,,Papandayan,3,10,strong,3
7,1.0,174.0,1133215.9723129096,Papandayan,3,10,strong,3
